OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa
1259,ASV76,0,1,1,1,1,1,1
1260,ASV91,1,0,1,1,1,1,1
1261,ASV101,0,1,1,1,1,1,1
1262,ASV134,1,0,1,1,1,1,1
1263,ASV145,0,1,1,1,1,1,1
1264,ASV151,0,1,1,1,1,1,1
1265,ASV154,1,1,1,1,1,0,1
1266,ASV157,1,1,0,1,1,1,1
1267,ASV165,0,1,1,1,1,1,1
1268,ASV205,1,1,1,1,0,1,1
1269,ASV230,0,1,1,1,1,1,1
1270,ASV238,1,1,1,1,1,1,0
1271,ASV263,1,1,1,0,1,1,1
1272,ASV269,0,1,1,1,1,1,1
1273,ASV279,1,0,1,1,1,1,1
1274,ASV297,1,1,1,1,1,1,0
1275,ASV310,1,1,1,1,1,0,1
1276,ASV337,1,1,1,1,1,1,0
1277,ASV343,1,1,0,1,1,1,1
1278,ASV354,0,1,1,1,1,1,1
1279,ASV355,1,0,1,1,1,1,1
1280,ASV403,1,1,1,1,1,0,1
1281,ASV404,0,1,1,1,1,1,1
1282,ASV406,0,1,1,1,1,1,1
1283,ASV408,1,1,1,1,0,1,1
1284,ASV431,1,1,0,1,1,1,1
1285,ASV432,0,1,1,1,1,1,1
1286,ASV438,0,1,1,1,1,1,1
1287,ASV440,1,0,1,1,1,1,1
1288,ASV443,1,0,1,1,1,1,1
1289,ASV453,1,1,1,1,0,1,1
1290,ASV460,1,1,1,1,0,1,1
1291,ASV475,1,0,1,1,1,1,1
1292,ASV485,0,1,1,1,1,1,1
1293,ASV489,1,0,1,1,1,1,1
1294,ASV496,1,1,1,1,1,1,0
1295,ASV544,1,0,1,1,1,1,1
1296,ASV549,0,1,1,1,1,1,1
1297,ASV555,0,1,1,1,1,1,1
1298,ASV557,1,1,1,1,1,1,0
1299,ASV561,0,1,1,1,1,1,1
1300,ASV575,0,1,1,1,1,1,1
1301,ASV589,0,1,1,1,1,1,1
1302,ASV595,0,1,1,1,1,1,1
1303,ASV598,1,1,1,1,1,1,0
1304,ASV613,1,1,1,1,1,0,1
1305,ASV638,1,0,1,1,1,1,1
1306,ASV643,0,1,1,1,1,1,1
1307,ASV671,1,0,1,1,1,1,1
1308,ASV675,1,1,1,0,1,1,1
1309,ASV678,0,1,1,1,1,1,1
1310,ASV692,0,1,1,1,1,1,1
1311,ASV705,1,1,0,1,1,1,1
1312,ASV710,0,1,1,1,1,1,1
1313,ASV713,1,0,1,1,1,1,1
1314,ASV715,1,0,1,1,1,1,1
1315,ASV725,1,0,1,1,1,1,1
1316,ASV742,0,1,1,1,1,1,1
1317,ASV748,0,1,1,1,1,1,1
1318,ASV751,0,1,1,1,1,1,1
1319,ASV752,1,0,1,1,1,1,1
1320,ASV762,1,1,1,0,1,1,1
1321,ASV781,0,1,1,1,1,1,1
1322,ASV790,0,1,1,1,1,1,1
1323,ASV807,0,1,1,1,1,1,1
1324,ASV812,0,1,1,1,1,1,1
1325,ASV827,0,1,1,1,1,1,1
1326,ASV846,0,1,1,1,1,1,1
1327,ASV866,0,1,1,1,1,1,1
1328,ASV877,1,1,0,1,1,1,1
1329,ASV882,0,1,1,1,1,1,1
1330,ASV892,0,1,1,1,1,1,1
1331,ASV920,0,1,1,1,1,1,1
1332,ASV932,0,1,1,1,1,1,1
1333,ASV933,0,1,1,1,1,1,1
1334,ASV935,0,1,1,1,1,1,1
1335,ASV953,0,1,1,1,1,1,1
1336,ASV965,1,1,1,1,1,1,0
1337,ASV1005,1,1,1,1,1,0,1
1338,ASV1008,1,1,1,1,1,0,1
1339,ASV1012,0,1,1,1,1,1,1
1340,ASV1033,1,1,1,1,1,0,1
1341,ASV1047,0,1,1,1,1,1,1
1342,ASV1067,0,1,1,1,1,1,1
1343,ASV1172,0,1,1,1,1,1,1
1344,ASV1177,1,0,1,1,1,1,1
1345,ASV1178,1,1,1,0,1,1,1
1346,ASV1180,0,1,1,1,1,1,1
1347,ASV1218,0,1,1,1,1,1,1
1348,ASV1236,0,1,1,1,1,1,1
1349,ASV1278,1,1,0,1,1,1,1
1350,ASV1289,0,1,1,1,1,1,1
1351,ASV1290,0,1,1,1,1,1,1
1352,ASV1296,0,1,1,1,1,1,1
1353,ASV1330,0,1,1,1,1,1,1
1354,ASV1336,0,1,1,1,1,1,1
1355,ASV1353,0,1,1,1,1,1,1
1356,ASV1355,0,1,1,1,1,1,1
1357,ASV1361,0,1,1,1,1,1,1
1358,ASV1365,0,1,1,1,1,1,1
1359,ASV1385,0,1,1,1,1,1,1
1360,ASV1400,0,1,1,1,1,1,1
1361,ASV1426,1,1,1,1,1,0,1
1362,ASV1442,0,1,1,1,1,1,1
1363,ASV1468,1,1,1,1,1,0,1
1364,ASV1476,0,1,1,1,1,1,1
1365,ASV1477,0,1,1,1,1,1,1
1366,ASV1480,1,1,1,1,1,0,1
1367,ASV1505,1,0,1,1,1,1,1
1368,ASV1565,1,1,1,1,1,1,0
1369,ASV1575,1,1,1,1,1,0,1
1370,ASV1590,1,1,1,1,1,1,0
1371,ASV1598,1,1,1,0,1,1,1
1372,ASV1623,1,0,1,1,1,1,1
1373,ASV1693,1,1,1,1,0,1,1
1374,ASV1723,0,1,1,1,1,1,1
1375,ASV1737,0,1,1,1,1,1,1
1376,ASV1738,1,0,1,1,1,1,1
1377,ASV1780,0,1,1,1,1,1,1
1378,ASV1809,1,1,1,1,1,0,1
1379,ASV1814,1,1,0,1,1,1,1
1380,ASV1837,0,1,1,1,1,1,1
1381,ASV1843,1,1,1,1,0,1,1
1382,ASV1850,0,1,1,1,1,1,1
1383,ASV1861,0,1,1,1,1,1,1
1384,ASV1862,0,1,1,1,1,1,1
1385,ASV1865,1,1,0,1,1,1,1
1386,ASV1891,1,1,1,1,0,1,1
1387,ASV1896,0,1,1,1,1,1,1
1388,ASV1898,0,1,1,1,1,1,1
1389,ASV1902,0,1,1,1,1,1,1
1390,ASV1923,1,0,1,1,1,1,1
1391,ASV1939,0,1,1,1,1,1,1
1392,ASV1952,0,1,1,1,1,1,1
1393,ASV1988,0,1,1,1,1,1,1
1394,ASV1998,0,1,1,1,1,1,1
1395,ASV2002,0,1,1,1,1,1,1
1396,ASV2009,1,1,0,1,1,1,1
1397,ASV2015,1,1,0,1,1,1,1
1398,ASV2028,0,1,1,1,1,1,1
1399,ASV2033,1,0,1,1,1,1,1
1400,ASV2043,1,1,1,1,1,0,1
1401,ASV2047,0,1,1,1,1,1,1
1402,ASV2083,0,1,1,1,1,1,1
1403,ASV2112,0,1,1,1,1,1,1
1404,ASV2118,1,1,1,0,1,1,1
1405,ASV2123,1,0,1,1,1,1,1
1406,ASV2135,0,1,1,1,1,1,1
1407,ASV2150,1,1,0,1,1,1,1
1408,ASV2154,0,1,1,1,1,1,1
1409,ASV2170,1,1,1,1,1,1,0
1410,ASV2185,1,1,1,1,1,0,1
1411,ASV2221,0,1,1,1,1,1,1
1412,ASV2223,0,1,1,1,1,1,1
1413,ASV2265,1,0,1,1,1,1,1
1414,ASV2295,1,0,1,1,1,1,1
1415,ASV2300,1,1,1,1,1,1,0
1416,ASV2327,1,1,0,1,1,1,1
1417,ASV2337,1,0,1,1,1,1,1
1418,ASV2340,0,1,1,1,1,1,1
1419,ASV2355,0,1,1,1,1,1,1
1420,ASV2356,1,1,0,1,1,1,1
1421,ASV2360,1,0,1,1,1,1,1
1422,ASV2386,0,1,1,1,1,1,1
1423,ASV2387,1,0,1,1,1,1,1
1424,ASV2392,1,0,1,1,1,1,1
1425,ASV2393,0,1,1,1,1,1,1
1426,ASV2409,0,1,1,1,1,1,1
1427,ASV2416,0,1,1,1,1,1,1
1428,ASV2417,0,1,1,1,1,1,1
1429,ASV2425,0,1,1,1,1,1,1
1430,ASV2439,0,1,1,1,1,1,1
1431,ASV2443,0,1,1,1,1,1,1
1432,ASV2458,0,1,1,1,1,1,1
1433,ASV2459,1,1,1,1,0,1,1
1434,ASV2467,1,1,1,1,1,1,0
1435,ASV2471,0,1,1,1,1,1,1
1436,ASV2481,0,1,1,1,1,1,1
1437,ASV2483,0,1,1,1,1,1,1
1438,ASV2493,0,1,1,1,1,1,1
1439,ASV2494,0,1,1,1,1,1,1
1440,ASV2499,1,1,1,1,1,1,0
1441,ASV2560,0,1,1,1,1,1,1
1442,ASV2589,0,1,1,1,1,1,1
1443,ASV2598,1,1,1,1,1,0,1
1444,ASV2620,0,1,1,1,1,1,1
1445,ASV2635,0,1,1,1,1,1,1
1446,ASV2643,0,1,1,1,1,1,1
1447,ASV2650,0,1,1,1,1,1,1
1448,ASV2660,1,1,1,1,1,1,0
1449,ASV2683,0,1,1,1,1,1,1
1450,ASV2707,0,1,1,1,1,1,1
1451,ASV2726,1,1,1,1,0,1,1
1452,ASV2761,0,1,1,1,1,1,1
1453,ASV2810,0,1,1,1,1,1,1
1454,ASV2811,0,1,1,1,1,1,1
1455,ASV2812,1,1,0,1,1,1,1
1456,ASV2815,1,1,1,0,1,1,1
1457,ASV2833,1,1,0,1,1,1,1
1458,ASV2888,0,1,1,1,1,1,1
1459,ASV2915,0,1,1,1,1,1,1
1460,ASV2919,0,1,1,1,1,1,1
1461,ASV2933,0,1,1,1,1,1,1
1462,ASV2936,0,1,1,1,1,1,1
1463,ASV2959,0,1,1,1,1,1,1
1464,ASV2967,1,1,1,0,1,1,1
1465,ASV2975,0,1,1,1,1,1,1
1466,ASV3010,0,1,1,1,1,1,1
1467,ASV3015,0,1,1,1,1,1,1
1468,ASV3017,0,1,1,1,1,1,1
1469,ASV3028,1,1,1,1,1,1,0
1470,ASV3034,0,1,1,1,1,1,1
1471,ASV3036,0,1,1,1,1,1,1
1472,ASV3071,0,1,1,1,1,1,1
1473,ASV3107,0,1,1,1,1,1,1
1474,ASV3108,0,1,1,1,1,1,1
1475,ASV3113,0,1,1,1,1,1,1
1476,ASV3126,1,1,1,1,1,0,1
1477,ASV3164,0,1,1,1,1,1,1
1478,ASV3182,0,1,1,1,1,1,1
1479,ASV3190,1,1,1,1,1,0,1
1480,ASV3194,0,1,1,1,1,1,1
1481,ASV3204,1,1,0,1,1,1,1
1482,ASV3214,1,0,1,1,1,1,1
1483,ASV3222,1,1,0,1,1,1,1
1484,ASV3246,1,1,1,1,1,1,0
1485,ASV3275,0,1,1,1,1,1,1
1486,ASV3286,0,1,1,1,1,1,1
1487,ASV3329,0,1,1,1,1,1,1
1488,ASV3334,0,1,1,1,1,1,1
1489,ASV3353,1,1,1,0,1,1,1
1490,ASV3374,1,1,1,1,0,1,1
1491,ASV3417,0,1,1,1,1,1,1
1492,ASV3423,1,1,0,1,1,1,1
1493,ASV3428,0,1,1,1,1,1,1
1494,ASV3463,0,1,1,1,1,1,1
1495,ASV3466,1,0,1,1,1,1,1
1496,ASV3467,0,1,1,1,1,1,1
1497,ASV3488,1,1,1,0,1,1,1
1498,ASV3507,0,1,1,1,1,1,1
1499,ASV3510,1,1,1,0,1,1,1
1500,ASV3529,1,1,1,1,1,0,1
1501,ASV3540,1,1,1,1,1,0,1
1502,ASV3553,1,1,1,1,1,1,0
1503,ASV3562,1,1,1,1,0,1,1
1504,ASV3609,1,1,1,0,1,1,1
1505,ASV3637,0,1,1,1,1,1,1
1506,ASV3650,1,0,1,1,1,1,1
1507,ASV3689,1,0,1,1,1,1,1
1508,ASV3700,0,1,1,1,1,1,1
1509,ASV3712,0,1,1,1,1,1,1
1510,ASV3750,1,0,1,1,1,1,1
1511,ASV3781,1,0,1,1,1,1,1
1512,ASV3795,0,1,1,1,1,1,1
1513,ASV3796,0,1,1,1,1,1,1
1514,ASV3815,1,0,1,1,1,1,1
1515,ASV3830,1,1,1,1,1,0,1
1516,ASV3844,0,1,1,1,1,1,1
1517,ASV3845,0,1,1,1,1,1,1
1518,ASV3878,0,1,1,1,1,1,1
1519,ASV3912,0,1,1,1,1,1,1
1520,ASV3924,0,1,1,1,1,1,1
1521,ASV3950,0,1,1,1,1,1,1
1522,ASV3984,0,1,1,1,1,1,1
1523,ASV4001,1,0,1,1,1,1,1
1524,ASV4002,0,1,1,1,1,1,1
1525,ASV4014,1,1,1,0,1,1,1
1526,ASV4060,1,0,1,1,1,1,1
1527,ASV4096,0,1,1,1,1,1,1
1528,ASV4097,0,1,1,1,1,1,1
1529,ASV4105,1,1,1,1,1,0,1
1530,ASV4124,1,1,0,1,1,1,1
1531,ASV4151,0,1,1,1,1,1,1
1532,ASV4181,1,0,1,1,1,1,1
1533,ASV4195,0,1,1,1,1,1,1
1534,ASV4211,0,1,1,1,1,1,1
1535,ASV4219,0,1,1,1,1,1,1
1536,ASV4226,0,1,1,1,1,1,1
1537,ASV4231,1,1,1,1,1,1,0
1538,ASV4259,1,1,1,0,1,1,1
1539,ASV4270,0,1,1,1,1,1,1
1540,ASV4272,1,0,1,1,1,1,1
1541,ASV4309,0,1,1,1,1,1,1
1542,ASV4331,1,1,1,0,1,1,1
1543,ASV4340,0,1,1,1,1,1,1
1544,ASV4357,1,1,1,1,1,1,0
1545,ASV4370,0,1,1,1,1,1,1
1546,ASV4387,0,1,1,1,1,1,1
1547,ASV4401,0,1,1,1,1,1,1
1548,ASV4407,0,1,1,1,1,1,1
1549,ASV4409,0,1,1,1,1,1,1
1550,ASV4424,0,1,1,1,1,1,1
1551,ASV4456,1,1,1,1,1,1,0
1552,ASV4480,1,1,0,1,1,1,1
1553,ASV4500,1,1,1,1,1,0,1
1554,ASV4527,0,1,1,1,1,1,1
1555,ASV4564,1,0,1,1,1,1,1
1556,ASV4568,0,1,1,1,1,1,1
1557,ASV4579,1,1,1,1,1,1,0
1558,ASV4597,0,1,1,1,1,1,1
1559,ASV4603,0,1,1,1,1,1,1
1560,ASV4604,1,0,1,1,1,1,1
1561,ASV4617,1,1,1,1,1,1,0
1562,ASV4636,0,1,1,1,1,1,1
1563,ASV4649,0,1,1,1,1,1,1
1564,ASV4660,0,1,1,1,1,1,1
1565,ASV4663,0,1,1,1,1,1,1
1566,ASV4685,1,1,1,0,1,1,1
1567,ASV4709,1,1,1,1,1,1,0
1568,ASV4718,0,1,1,1,1,1,1
1569,ASV4726,0,1,1,1,1,1,1
1570,ASV4741,0,1,1,1,1,1,1
1571,ASV4759,1,1,1,1,0,1,1
1572,ASV4780,0,1,1,1,1,1,1
1573,ASV4781,0,1,1,1,1,1,1
1574,ASV4815,0,1,1,1,1,1,1
1575,ASV4848,1,1,1,1,1,0,1
1576,ASV4852,0,1,1,1,1,1,1
1577,ASV4854,0,1,1,1,1,1,1
1578,ASV4857,1,1,1,1,0,1,1
1579,ASV4874,1,0,1,1,1,1,1
1580,ASV4875,0,1,1,1,1,1,1
1581,ASV4877,1,0,1,1,1,1,1
1582,ASV4976,1,0,1,1,1,1,1
1583,ASV5001,1,1,1,1,1,1,0
1584,ASV5009,0,1,1,1,1,1,1
1585,ASV5013,0,1,1,1,1,1,1
1586,ASV5041,0,1,1,1,1,1,1
1587,ASV5084,1,1,1,1,1,0,1
1588,ASV5113,1,1,0,1,1,1,1
1589,ASV5115,0,1,1,1,1,1,1
1590,ASV5125,0,1,1,1,1,1,1
1591,ASV5140,0,1,1,1,1,1,1
1592,ASV5179,1,1,1,1,1,0,1
1593,ASV5184,1,1,1,1,1,0,1
1594,ASV5233,1,1,1,1,1,0,1
1595,ASV5238,1,1,0,1,1,1,1
1596,ASV5244,0,1,1,1,1,1,1
1597,ASV5257,1,1,1,1,1,0,1
1598,ASV5284,0,1,1,1,1,1,1
1599,ASV5297,0,1,1,1,1,1,1
1600,ASV5310,0,1,1,1,1,1,1
1601,ASV5311,0,1,1,1,1,1,1
1602,ASV5326,0,1,1,1,1,1,1
1603,ASV5332,1,0,1,1,1,1,1
1604,ASV5414,0,1,1,1,1,1,1
1605,ASV5416,0,1,1,1,1,1,1
1606,ASV5421,1,0,1,1,1,1,1
1607,ASV5434,0,1,1,1,1,1,1
1608,ASV5478,0,1,1,1,1,1,1
1609,ASV5481,1,0,1,1,1,1,1
1610,ASV5490,0,1,1,1,1,1,1
1611,ASV5513,0,1,1,1,1,1,1
1612,ASV5529,0,1,1,1,1,1,1
1613,ASV5555,0,1,1,1,1,1,1
1614,ASV5618,1,0,1,1,1,1,1
1615,ASV5623,0,1,1,1,1,1,1
1616,ASV5655,0,1,1,1,1,1,1
1617,ASV5665,0,1,1,1,1,1,1
1618,ASV5671,1,1,1,0,1,1,1
1619,ASV5683,1,1,1,1,0,1,1
1620,ASV5704,0,1,1,1,1,1,1
1621,ASV5712,0,1,1,1,1,1,1
1622,ASV5716,0,1,1,1,1,1,1
1623,ASV5761,0,1,1,1,1,1,1
1624,ASV5770,0,1,1,1,1,1,1
1625,ASV5819,1,1,1,1,0,1,1
1626,ASV5825,0,1,1,1,1,1,1
1627,ASV5832,1,0,1,1,1,1,1
1628,ASV5941,1,1,1,1,1,0,1
1629,ASV5969,0,1,1,1,1,1,1
1630,ASV5983,0,1,1,1,1,1,1
1631,ASV6009,1,0,1,1,1,1,1
1632,ASV6043,1,0,1,1,1,1,1
1633,ASV6048,0,1,1,1,1,1,1
1634,ASV6062,0,1,1,1,1,1,1
1635,ASV6097,0,1,1,1,1,1,1
1636,ASV6133,0,1,1,1,1,1,1
1637,ASV6138,1,0,1,1,1,1,1
1638,ASV6148,1,1,1,1,1,0,1
1639,ASV6157,1,1,1,1,1,0,1
1640,ASV6159,0,1,1,1,1,1,1
1641,ASV6161,1,1,1,1,1,0,1
1642,ASV6168,1,0,1,1,1,1,1
1643,ASV6210,0,1,1,1,1,1,1
1644,ASV6243,1,1,1,1,0,1,1
1645,ASV6260,0,1,1,1,1,1,1
1646,ASV6328,1,1,1,1,1,0,1
1647,ASV6331,0,1,1,1,1,1,1
1648,ASV6368,1,1,1,1,0,1,1
1649,ASV6385,1,0,1,1,1,1,1
1650,ASV6394,0,1,1,1,1,1,1
1651,ASV6443,0,1,1,1,1,1,1
1652,ASV6469,0,1,1,1,1,1,1
1653,ASV6476,1,0,1,1,1,1,1
1654,ASV6508,0,1,1,1,1,1,1
1655,ASV6563,0,1,1,1,1,1,1
1656,ASV6568,0,1,1,1,1,1,1
1657,ASV6658,0,1,1,1,1,1,1
1658,ASV6676,0,1,1,1,1,1,1
1659,ASV6687,0,1,1,1,1,1,1
1660,ASV6703,1,1,1,1,1,1,0
1661,ASV6761,0,1,1,1,1,1,1
1662,ASV6767,0,1,1,1,1,1,1
1663,ASV6781,0,1,1,1,1,1,1
1664,ASV6786,0,1,1,1,1,1,1
1665,ASV6800,1,1,1,0,1,1,1
1666,ASV6809,0,1,1,1,1,1,1
1667,ASV6813,0,1,1,1,1,1,1
1668,ASV6830,0,1,1,1,1,1,1
1669,ASV6893,0,1,1,1,1,1,1
1670,ASV6897,0,1,1,1,1,1,1
1671,ASV6908,0,1,1,1,1,1,1
1672,ASV6913,0,1,1,1,1,1,1
1673,ASV6922,0,1,1,1,1,1,1
1674,ASV6924,1,1,1,1,0,1,1
1675,ASV6931,1,1,1,0,1,1,1
1676,ASV6942,1,0,1,1,1,1,1
1677,ASV6949,1,1,1,1,1,0,1
1678,ASV6961,0,1,1,1,1,1,1
1679,ASV6983,0,1,1,1,1,1,1
1680,ASV7001,0,1,1,1,1,1,1
1681,ASV7004,0,1,1,1,1,1,1
1682,ASV7017,1,1,1,1,1,0,1
1683,ASV7031,0,1,1,1,1,1,1
1684,ASV7032,0,1,1,1,1,1,1
1685,ASV7035,0,1,1,1,1,1,1
1686,ASV7051,0,1,1,1,1,1,1
1687,ASV7075,0,1,1,1,1,1,1
1688,ASV7085,0,1,1,1,1,1,1
1689,ASV7091,1,1,1,1,0,1,1
1690,ASV7121,1,1,1,1,1,0,1
1691,ASV7168,0,1,1,1,1,1,1
1692,ASV7182,0,1,1,1,1,1,1
1693,ASV7184,1,1,1,1,1,0,1
1694,ASV7190,1,0,1,1,1,1,1
1695,ASV7251,1,1,1,1,1,1,0
1696,ASV7270,0,1,1,1,1,1,1
1697,ASV7298,0,1,1,1,1,1,1
1698,ASV7325,1,1,0,1,1,1,1
1699,ASV7330,0,1,1,1,1,1,1
1700,ASV7343,1,1,1,1,0,1,1
1701,ASV7348,0,1,1,1,1,1,1
1702,ASV7368,0,1,1,1,1,1,1
1703,ASV7375,0,1,1,1,1,1,1
1704,ASV7390,0,1,1,1,1,1,1
1705,ASV7410,1,1,1,1,0,1,1
1706,ASV7419,0,1,1,1,1,1,1
1707,ASV7447,0,1,1,1,1,1,1
1708,ASV7457,1,0,1,1,1,1,1
1709,ASV7464,0,1,1,1,1,1,1
1710,ASV7498,0,1,1,1,1,1,1
1711,ASV7501,0,1,1,1,1,1,1
1712,ASV7502,0,1,1,1,1,1,1
1713,ASV7526,0,1,1,1,1,1,1
1714,ASV7533,0,1,1,1,1,1,1
1715,ASV7544,0,1,1,1,1,1,1
1716,ASV7570,1,1,1,1,1,0,1
1717,ASV7591,0,1,1,1,1,1,1
1718,ASV7598,0,1,1,1,1,1,1
1719,ASV7599,0,1,1,1,1,1,1
1720,ASV7601,0,1,1,1,1,1,1
1721,ASV7625,0,1,1,1,1,1,1
1722,ASV7627,1,1,1,0,1,1,1
1723,ASV7649,0,1,1,1,1,1,1
1724,ASV7709,1,1,0,1,1,1,1
1725,ASV7766,0,1,1,1,1,1,1
1726,ASV7772,0,1,1,1,1,1,1
1727,ASV7809,0,1,1,1,1,1,1
1728,ASV7825,1,1,1,1,1,0,1
1729,ASV7834,1,0,1,1,1,1,1
1730,ASV7839,0,1,1,1,1,1,1
1731,ASV7892,1,1,1,1,1,0,1
1732,ASV7992,0,1,1,1,1,1,1
1733,ASV8042,0,1,1,1,1,1,1
1734,ASV8049,1,1,1,1,1,0,1
1735,ASV8101,1,1,1,1,0,1,1
1736,ASV8151,0,1,1,1,1,1,1
1737,ASV8185,1,1,1,0,1,1,1
1738,ASV8202,0,1,1,1,1,1,1
1739,ASV8296,0,1,1,1,1,1,1
1740,ASV8300,1,0,1,1,1,1,1
1741,ASV8308,1,0,1,1,1,1,1
1742,ASV8362,0,1,1,1,1,1,1
1743,ASV8380,0,1,1,1,1,1,1
1744,ASV8441,1,1,0,1,1,1,1
1745,ASV8455,1,1,1,1,1,0,1
1746,ASV8458,0,1,1,1,1,1,1
1747,ASV8474,0,1,1,1,1,1,1
1748,ASV8495,0,1,1,1,1,1,1
1749,ASV8512,0,1,1,1,1,1,1
1750,ASV8530,1,0,1,1,1,1,1
1751,ASV8547,1,1,0,1,1,1,1
1752,ASV8553,1,0,1,1,1,1,1
1753,ASV8590,0,1,1,1,1,1,1
1754,ASV8591,1,0,1,1,1,1,1
1755,ASV8624,0,1,1,1,1,1,1
1756,ASV8716,1,0,1,1,1,1,1
1757,ASV8759,0,1,1,1,1,1,1
1758,ASV8795,0,1,1,1,1,1,1
1759,ASV8797,0,1,1,1,1,1,1
1760,ASV8815,0,1,1,1,1,1,1
1761,ASV8820,1,1,1,0,1,1,1
1762,ASV8859,0,1,1,1,1,1,1
1763,ASV8869,1,1,1,1,1,0,1
1764,ASV8919,0,1,1,1,1,1,1
1765,ASV9022,1,1,1,1,1,0,1
1766,ASV9090,0,1,1,1,1,1,1
1767,ASV9094,1,1,1,1,1,0,1
1768,ASV9099,0,1,1,1,1,1,1
1769,ASV9129,0,1,1,1,1,1,1
1770,ASV9171,1,0,1,1,1,1,1
1771,ASV9175,1,0,1,1,1,1,1
1772,ASV9178,0,1,1,1,1,1,1
1773,ASV9237,0,1,1,1,1,1,1
1774,ASV9247,0,1,1,1,1,1,1
1775,ASV9276,1,1,1,1,1,1,0
1776,ASV9286,0,1,1,1,1,1,1
1777,ASV9312,1,1,1,1,1,1,0
1778,ASV9315,0,1,1,1,1,1,1
1779,ASV9400,1,0,1,1,1,1,1
1780,ASV9405,0,1,1,1,1,1,1
1781,ASV9409,0,1,1,1,1,1,1
1782,ASV9429,0,1,1,1,1,1,1
1783,ASV9475,1,1,1,1,1,0,1
1784,ASV9477,0,1,1,1,1,1,1
1785,ASV9481,0,1,1,1,1,1,1
1786,ASV9494,1,1,1,1,0,1,1
1787,ASV9512,0,1,1,1,1,1,1
1788,ASV9513,1,1,1,0,1,1,1
1789,ASV9516,0,1,1,1,1,1,1
1790,ASV9556,0,1,1,1,1,1,1
1791,ASV9601,1,0,1,1,1,1,1
1792,ASV9616,1,1,1,1,0,1,1
1793,ASV9622,1,1,1,1,1,0,1
1794,ASV9698,1,1,1,1,1,0,1
1795,ASV9700,1,1,0,1,1,1,1
1796,ASV9706,1,1,1,1,0,1,1
1797,ASV9720,0,1,1,1,1,1,1
1798,ASV9763,0,1,1,1,1,1,1
1799,ASV9767,1,0,1,1,1,1,1
1800,ASV9843,0,1,1,1,1,1,1
1801,ASV9857,0,1,1,1,1,1,1
1802,ASV9897,0,1,1,1,1,1,1
1803,ASV9903,1,1,1,1,1,1,0
1804,ASV9933,1,1,0,1,1,1,1
1805,ASV9939,0,1,1,1,1,1,1
1806,ASV9949,0,1,1,1,1,1,1
1807,ASV9973,1,0,1,1,1,1,1
1808,ASV9982,0,1,1,1,1,1,1
1809,ASV10002,0,1,1,1,1,1,1
1810,ASV10011,1,1,1,1,0,1,1
1811,ASV10045,1,1,1,1,1,0,1
1812,ASV10047,1,1,1,1,1,0,1
1813,ASV10053,0,1,1,1,1,1,1
1814,ASV10057,0,1,1,1,1,1,1
1815,ASV10091,0,1,1,1,1,1,1
1816,ASV10096,1,1,0,1,1,1,1
1817,ASV10107,0,1,1,1,1,1,1
1818,ASV10117,1,0,1,1,1,1,1
1819,ASV10122,1,1,1,1,1,0,1
1820,ASV10129,0,1,1,1,1,1,1
1821,ASV10133,1,0,1,1,1,1,1
1822,ASV10159,1,1,1,1,1,1,0
1823,ASV10162,1,1,1,1,1,0,1
1824,ASV10164,1,1,1,1,0,1,1
1825,ASV10166,0,1,1,1,1,1,1
1826,ASV10230,1,0,1,1,1,1,1
1827,ASV10249,0,1,1,1,1,1,1
1828,ASV10257,0,1,1,1,1,1,1
1829,ASV10265,0,1,1,1,1,1,1
1830,ASV10294,1,1,1,1,1,0,1
1831,ASV10316,0,1,1,1,1,1,1
1832,ASV10318,1,1,1,1,0,1,1
1833,ASV10344,0,1,1,1,1,1,1
1834,ASV10417,0,1,1,1,1,1,1
1835,ASV10432,1,1,0,1,1,1,1
1836,ASV10452,0,1,1,1,1,1,1
1837,ASV10454,0,1,1,1,1,1,1
1838,ASV10483,1,0,1,1,1,1,1
1839,ASV10499,0,1,1,1,1,1,1
1840,ASV10504,1,1,1,1,1,0,1
1841,ASV10509,0,1,1,1,1,1,1
1842,ASV10586,0,1,1,1,1,1,1
1843,ASV10587,0,1,1,1,1,1,1
1844,ASV10590,1,1,1,1,1,0,1
1845,ASV10603,1,0,1,1,1,1,1
1846,ASV10643,0,1,1,1,1,1,1
1847,ASV10660,0,1,1,1,1,1,1
1848,ASV10704,1,0,1,1,1,1,1
1849,ASV10730,0,1,1,1,1,1,1
1850,ASV10752,0,1,1,1,1,1,1
1851,ASV10824,0,1,1,1,1,1,1
1852,ASV10849,0,1,1,1,1,1,1
1853,ASV10850,0,1,1,1,1,1,1
1854,ASV10883,1,0,1,1,1,1,1
1855,ASV10920,1,0,1,1,1,1,1
1856,ASV10944,0,1,1,1,1,1,1
1857,ASV10982,1,0,1,1,1,1,1
1858,ASV10990,0,1,1,1,1,1,1
1859,ASV11075,1,1,1,1,0,1,1
1860,ASV11093,0,1,1,1,1,1,1
1861,ASV11097,1,1,1,1,1,0,1
1862,ASV11121,0,1,1,1,1,1,1
1863,ASV11127,0,1,1,1,1,1,1
1864,ASV11139,0,1,1,1,1,1,1
1865,ASV11140,1,1,1,1,1,0,1
1866,ASV11149,0,1,1,1,1,1,1
1867,ASV11181,1,1,1,1,1,1,0
1868,ASV11294,1,1,1,1,0,1,1
