OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa,Rowsums
ASV3636,3,4,8,4,1,18,5,43
ASV4475,11,0,0,9,23,0,0,43
ASV4516,0,8,1,0,12,20,2,43
ASV4707,0,0,9,0,11,20,3,43
ASV4968,11,0,0,0,0,32,0,43
ASV5284,0,8,8,13,7,5,2,43
ASV5510,0,0,20,5,8,9,1,43
ASV6838,0,0,0,3,32,8,0,43
ASV6992,0,0,13,12,10,0,8,43
ASV7173,1,1,8,25,8,0,0,43
ASV7576,0,0,7,0,14,11,11,43
ASV7934,0,0,0,0,5,24,14,43
ASV8639,0,5,0,16,8,0,14,43
ASV9368,0,0,0,23,0,5,15,43
ASV10053,0,4,4,6,21,6,2,43
ASV10335,25,0,0,0,11,7,0,43
ASV10418,0,0,0,43,0,0,0,43
ASV10536,0,0,14,0,0,29,0,43
ASV11024,0,0,0,0,22,0,21,43
ASV12946,0,0,9,14,3,12,5,43
ASV13334,0,15,4,6,13,1,4,43
ASV14138,5,0,6,3,22,0,7,43
ASV14750,0,3,0,13,9,0,18,43
ASV16705,0,2,24,5,1,7,4,43
ASV17262,17,16,9,0,0,1,0,43
ASV17882,4,4,5,8,2,8,12,43
ASV18388,0,0,5,10,0,28,0,43
ASV18642,0,0,1,15,2,10,15,43
ASV19001,0,0,18,2,0,23,0,43
ASV21150,7,0,5,0,0,31,0,43
ASV24664,0,35,0,8,0,0,0,43
ASV26138,0,0,0,42,0,1,0,43
ASV12,0,5,0,19,9,5,4,42
ASV249,2,4,24,12,0,0,0,42
ASV952,6,13,0,18,0,2,3,42
ASV1218,0,2,17,3,16,3,1,42
ASV1840,0,15,0,4,5,11,7,42
ASV2522,9,4,11,2,2,3,11,42
ASV2835,0,4,20,1,10,7,0,42
ASV3028,11,1,2,8,15,5,0,42
ASV3924,0,5,14,1,10,10,2,42
ASV5275,0,5,5,18,0,0,14,42
ASV5656,10,10,5,8,9,0,0,42
ASV6178,0,0,0,4,21,0,17,42
ASV6332,0,0,1,25,13,0,3,42
ASV7007,0,0,15,9,0,0,18,42
ASV7075,0,8,1,14,7,5,7,42
ASV7442,15,3,17,2,0,0,5,42
ASV8486,0,38,0,0,0,4,0,42
ASV9931,7,0,2,18,11,0,4,42
ASV10154,0,0,0,42,0,0,0,42
ASV11249,2,0,16,13,1,0,10,42
ASV11533,0,8,12,0,0,22,0,42
ASV11774,23,0,0,0,8,9,2,42
ASV12043,0,26,3,0,0,13,0,42
ASV12186,3,19,0,0,18,0,2,42
ASV12597,0,4,3,3,4,10,18,42
ASV13244,0,2,4,8,0,15,13,42
ASV13768,0,9,13,0,5,11,4,42
ASV13861,0,0,0,29,0,13,0,42
ASV14028,6,5,0,7,8,1,15,42
ASV14290,0,3,0,3,36,0,0,42
ASV14403,0,0,0,42,0,0,0,42
ASV14757,3,8,9,2,12,0,8,42
ASV15045,42,0,0,0,0,0,0,42
ASV16847,0,14,25,3,0,0,0,42
ASV17008,0,0,5,0,0,0,37,42
ASV19348,0,0,1,0,30,3,8,42
ASV22043,0,0,20,0,0,11,11,42
ASV22086,0,0,0,10,0,0,32,42
ASV22764,0,42,0,0,0,0,0,42
ASV23155,2,0,0,12,3,0,25,42
ASV24840,0,0,0,14,7,11,10,42
ASV25509,0,0,2,12,2,5,21,42
ASV26990,0,0,0,7,10,0,25,42
ASV112,0,0,5,3,3,17,13,41
ASV279,10,0,7,8,13,1,2,41
ASV354,0,6,9,1,7,10,8,41
ASV438,0,3,11,5,6,8,8,41
ASV981,2,0,4,22,4,0,9,41
ASV2013,0,3,0,0,0,21,17,41
ASV3374,4,1,16,16,0,1,3,41
ASV3700,0,5,7,1,7,7,14,41
ASV3717,0,0,9,16,0,16,0,41
ASV4652,0,0,2,0,8,6,25,41
ASV4690,0,0,11,14,3,13,0,41
ASV4890,0,0,22,2,4,1,12,41
ASV5126,2,4,3,13,19,0,0,41
ASV7098,0,5,0,22,5,0,9,41
ASV7522,0,0,18,9,5,9,0,41
ASV8046,0,32,9,0,0,0,0,41
ASV8804,0,2,19,0,7,13,0,41
ASV9079,19,0,19,0,0,3,0,41
ASV10463,0,0,14,6,3,15,3,41
ASV10757,0,21,0,20,0,0,0,41
ASV11399,14,2,0,0,19,6,0,41
ASV11613,0,3,9,0,0,0,29,41
ASV12637,17,6,0,3,7,0,8,41
ASV13016,0,3,0,12,12,0,14,41
ASV13203,25,0,1,15,0,0,0,41
ASV13481,8,1,1,0,7,5,19,41
ASV14778,4,0,15,5,0,16,1,41
ASV15794,3,9,13,1,1,8,6,41
ASV16176,0,19,0,4,18,0,0,41
ASV16256,0,7,21,0,0,6,7,41
ASV16815,6,0,0,0,13,0,22,41
ASV17033,0,0,41,0,0,0,0,41
ASV17210,0,1,0,0,3,0,37,41
ASV18023,0,7,19,1,0,14,0,41
ASV19929,0,0,28,0,9,4,0,41
ASV20335,0,0,14,20,0,0,7,41
ASV20857,3,8,7,6,4,5,8,41
ASV21438,13,28,0,0,0,0,0,41
ASV22931,0,3,10,0,17,0,11,41
ASV24939,0,18,6,0,0,17,0,41
ASV26089,0,3,10,11,0,0,17,41
ASV26502,0,1,17,0,12,0,11,41
ASV262,0,10,0,1,2,24,3,40
ASV475,4,0,7,5,13,9,2,40
ASV697,0,2,6,4,2,26,0,40
ASV827,0,7,9,3,9,3,9,40
ASV905,0,4,4,0,13,19,0,40
ASV1172,0,1,7,22,8,1,1,40
ASV1297,0,0,8,32,0,0,0,40
ASV1773,0,0,0,32,0,8,0,40
ASV2170,1,10,4,15,8,2,0,40
ASV2536,0,2,6,0,32,0,0,40
ASV2623,12,11,4,0,0,2,11,40
ASV3062,14,0,11,0,6,3,6,40
ASV3262,3,1,0,5,0,0,31,40
ASV4105,9,7,6,5,2,0,11,40
ASV4196,0,3,4,5,0,3,25,40
ASV4504,2,0,12,26,0,0,0,40
ASV4525,1,23,1,0,0,14,1,40
ASV5524,0,0,8,8,4,6,14,40
ASV5675,4,0,34,0,2,0,0,40
ASV5689,0,13,8,1,12,0,6,40
ASV6053,0,0,6,3,31,0,0,40
ASV6460,0,0,7,16,7,8,2,40
ASV6591,9,0,4,3,0,24,0,40
ASV7297,0,0,0,22,2,2,14,40
ASV7834,1,0,15,8,3,7,6,40
ASV7847,0,21,16,0,0,0,3,40
ASV8684,1,2,4,2,2,22,7,40
ASV8994,0,0,0,13,0,4,23,40
ASV9315,0,6,4,5,13,5,7,40
ASV9578,0,0,20,0,18,0,2,40
ASV10085,0,0,10,15,9,3,3,40
ASV10606,0,12,4,8,6,10,0,40
ASV11317,4,2,6,13,4,6,5,40
ASV11358,0,0,0,0,19,0,21,40
ASV11377,1,0,32,7,0,0,0,40
ASV11567,8,7,6,9,5,4,1,40
ASV12007,4,0,0,15,11,0,10,40
ASV12784,0,3,17,1,0,17,2,40
ASV12876,0,32,2,6,0,0,0,40
ASV12960,5,3,8,4,0,20,0,40
ASV13860,0,1,29,0,1,7,2,40
ASV13912,1,17,0,0,3,19,0,40
ASV14049,0,0,4,0,13,18,5,40
ASV14426,0,2,7,7,3,10,11,40
ASV15471,2,10,9,1,4,1,13,40
ASV15521,1,5,11,14,3,6,0,40
ASV16079,0,0,0,0,0,40,0,40
ASV16244,0,5,0,0,0,0,35,40
ASV16390,0,0,8,0,12,20,0,40
ASV17238,4,6,11,2,15,1,1,40
ASV17358,2,0,5,0,0,14,19,40
ASV18740,0,0,0,0,17,17,6,40
ASV18903,3,3,0,11,12,3,8,40
ASV19372,5,0,5,0,1,0,29,40
ASV19431,12,4,5,11,8,0,0,40
ASV19512,9,1,0,11,19,0,0,40
ASV19860,7,17,4,4,4,0,4,40
ASV20827,3,13,2,2,0,0,20,40
ASV22029,0,0,4,15,14,0,7,40
ASV754,5,0,0,0,11,4,19,39
ASV760,0,16,12,5,5,1,0,39
ASV781,0,2,16,8,4,2,7,39
ASV977,0,0,19,1,0,19,0,39
ASV1048,0,1,0,0,10,12,16,39
ASV1060,0,0,0,11,25,1,2,39
ASV1128,2,1,5,17,0,0,14,39
ASV1249,0,0,7,17,1,4,10,39
ASV1351,0,0,6,13,0,5,15,39
ASV1830,0,2,4,10,3,0,20,39
ASV2260,0,0,0,2,5,0,32,39
ASV2712,8,7,1,18,5,0,0,39
ASV5341,0,0,2,17,11,6,3,39
ASV5621,2,0,23,8,0,3,3,39
ASV5796,9,13,0,0,6,11,0,39
ASV5999,3,0,8,3,0,7,18,39
ASV6009,9,0,9,8,5,4,4,39
ASV6737,0,0,9,17,6,0,7,39
ASV6819,0,7,14,7,0,5,6,39
ASV7337,1,0,0,28,9,0,1,39
ASV7771,30,0,5,4,0,0,0,39
ASV7854,0,9,14,0,0,8,8,39
ASV8057,0,3,15,3,6,0,12,39
ASV8357,0,4,0,1,11,3,20,39
ASV9363,0,0,0,7,11,0,21,39
ASV9590,2,0,29,0,3,5,0,39
ASV9703,3,14,0,11,4,0,7,39
ASV9953,0,0,0,39,0,0,0,39
ASV10181,0,0,0,19,20,0,0,39
ASV10454,0,2,3,4,3,11,16,39
ASV10680,0,13,3,4,13,6,0,39
ASV10864,0,0,0,0,39,0,0,39
ASV13173,0,0,0,12,14,6,7,39
ASV13226,4,0,10,9,4,6,6,39
ASV13569,27,4,0,7,0,0,1,39
ASV14749,0,0,16,7,3,5,8,39
ASV15313,0,0,0,0,39,0,0,39
ASV15646,5,9,6,7,8,0,4,39
ASV16632,1,0,0,8,22,1,7,39
ASV17058,0,0,0,7,16,0,16,39
ASV17564,0,0,5,3,0,31,0,39
ASV19433,0,3,5,6,17,4,4,39
ASV20307,2,0,7,17,0,0,13,39
ASV20419,0,1,6,3,13,15,1,39
ASV20525,0,0,6,0,0,33,0,39
ASV21170,4,0,20,7,0,8,0,39
ASV22351,0,13,4,13,0,9,0,39
ASV22482,1,0,0,3,18,0,17,39
ASV22524,0,2,8,5,11,4,9,39
ASV23626,0,0,0,3,0,2,34,39
ASV24650,0,0,0,24,0,2,13,39
ASV25324,8,30,0,1,0,0,0,39
ASV26758,0,0,0,0,39,0,0,39
ASV1609,0,34,0,0,4,0,0,38
ASV1948,0,0,4,0,15,3,16,38
ASV2165,0,1,0,0,25,8,4,38
ASV2686,0,7,4,8,8,11,0,38
ASV2727,0,0,9,6,8,6,9,38
ASV2952,0,0,3,3,1,3,28,38
ASV2979,0,0,0,6,0,30,2,38
ASV3685,0,0,0,0,25,12,1,38
ASV3696,0,0,0,20,12,0,6,38
ASV4460,0,0,14,4,11,7,2,38
ASV4730,13,14,0,0,0,11,0,38
ASV4821,0,0,0,2,36,0,0,38
ASV5376,0,0,0,7,20,0,11,38
ASV5564,0,0,0,36,0,2,0,38
ASV5625,3,6,5,7,10,3,4,38
ASV5889,0,0,0,5,21,0,12,38
ASV6157,6,1,8,10,6,0,7,38
ASV6400,0,2,3,0,2,1,30,38
ASV7643,14,0,6,6,0,0,12,38
ASV7694,0,1,14,0,7,12,4,38
ASV7754,0,33,0,0,0,0,5,38
ASV7825,3,4,6,5,8,0,12,38
ASV8624,0,6,3,2,15,3,9,38
ASV8765,0,11,1,0,0,26,0,38
ASV8815,0,2,10,11,3,11,1,38
ASV8965,0,6,3,0,15,6,8,38
ASV9136,0,4,13,0,0,21,0,38
ASV9532,0,0,6,21,6,5,0,38
ASV9622,15,5,10,2,1,0,5,38
ASV9925,0,4,7,0,9,18,0,38
ASV10483,3,0,5,9,11,9,1,38
ASV11413,5,12,0,3,6,4,8,38
ASV11503,0,0,0,0,14,0,24,38
ASV12129,0,0,4,0,28,0,6,38
ASV12255,12,0,0,0,26,0,0,38
ASV12971,0,3,5,14,1,15,0,38
ASV12990,3,0,9,4,9,13,0,38
ASV13594,0,0,29,0,6,0,3,38
ASV15300,0,0,4,29,5,0,0,38
ASV16308,0,8,6,10,7,2,5,38
ASV16904,4,4,0,0,12,18,0,38
ASV17200,0,0,0,18,13,6,1,38
ASV17732,0,38,0,0,0,0,0,38
ASV18206,0,0,0,0,0,0,38,38
ASV20846,15,0,0,23,0,0,0,38
ASV21021,0,9,6,12,0,11,0,38
ASV25,0,0,14,0,12,6,5,37
ASV91,11,0,5,5,3,9,4,37
ASV490,0,0,0,2,20,0,15,37
ASV598,8,7,2,16,2,2,0,37
ASV990,0,0,6,5,9,14,3,37
ASV1062,0,0,0,0,0,37,0,37
ASV1124,0,6,3,0,5,7,16,37
ASV1488,0,0,0,5,0,32,0,37
ASV2240,0,0,0,18,3,6,10,37
ASV2419,0,6,3,0,6,14,8,37
ASV2894,0,18,0,9,7,0,3,37
ASV3129,0,12,0,0,10,0,15,37
ASV3165,5,14,0,0,0,13,5,37
ASV3256,0,0,0,0,0,29,8,37
ASV4848,11,5,1,9,5,0,6,37
ASV7346,0,5,11,14,0,0,7,37
ASV7541,7,11,0,13,0,0,6,37
ASV7578,8,0,0,27,0,2,0,37
ASV7659,0,0,24,0,0,10,3,37
ASV7709,2,10,0,9,5,7,4,37
ASV7826,0,0,13,11,4,0,9,37
ASV8162,0,0,0,2,8,4,23,37
ASV8245,0,0,9,3,23,0,2,37
ASV10028,0,13,3,6,5,0,10,37
ASV10119,0,0,12,4,6,15,0,37
ASV10738,0,30,1,6,0,0,0,37
ASV11292,0,27,10,0,0,0,0,37
ASV11300,5,0,6,15,0,4,7,37
ASV11626,0,3,6,4,16,0,8,37
ASV11670,7,0,1,5,2,7,15,37
ASV12260,0,0,8,11,0,6,12,37
ASV12812,2,35,0,0,0,0,0,37
ASV12850,11,12,0,0,5,3,6,37
ASV15224,0,0,0,13,11,0,13,37
ASV15248,0,8,0,1,7,13,8,37
ASV15865,2,9,6,4,1,13,2,37
ASV16105,0,0,0,0,2,0,35,37
ASV16543,0,0,29,0,0,8,0,37
ASV16591,0,0,8,6,6,3,14,37
ASV16952,0,0,10,16,0,4,7,37
ASV17242,0,9,1,0,5,15,7,37
ASV18623,3,2,5,12,10,0,5,37
ASV20069,0,16,0,5,0,0,16,37
ASV20515,0,0,0,0,37,0,0,37
ASV21062,2,0,1,21,8,0,5,37
ASV22033,0,6,9,0,9,13,0,37
ASV22102,0,0,25,0,5,7,0,37
ASV22129,0,5,2,13,4,0,13,37
ASV22231,0,0,0,0,22,0,15,37
ASV22275,0,0,10,12,2,6,7,37
ASV22737,0,0,0,8,4,20,5,37
ASV23742,0,0,0,5,22,1,9,37
ASV24166,0,24,5,0,0,8,0,37
ASV25835,0,1,10,2,24,0,0,37
ASV25929,14,0,0,11,5,0,7,37
ASV26444,0,10,15,3,1,5,3,37
ASV26727,3,7,4,3,9,11,0,37
ASV933,0,5,6,3,8,3,11,36
ASV1038,0,0,8,13,6,9,0,36
ASV1940,0,0,1,5,3,0,27,36
ASV2011,15,0,0,10,11,0,0,36
ASV2320,0,0,4,2,29,0,1,36
ASV2616,0,0,6,22,0,1,7,36
ASV2889,0,1,2,0,23,0,10,36
ASV3015,0,5,2,3,5,6,15,36
ASV3529,21,4,2,2,2,0,5,36
ASV3560,0,0,0,0,28,7,1,36
ASV3773,0,0,12,2,22,0,0,36
ASV4008,0,0,6,18,0,7,5,36
ASV4053,0,2,9,11,10,0,4,36
ASV4251,0,0,25,11,0,0,0,36
ASV4618,0,0,3,2,11,6,14,36
ASV4770,0,19,8,5,0,0,4,36
ASV5571,0,0,4,3,1,27,1,36
ASV5665,0,1,2,2,18,7,6,36
ASV5691,8,0,8,0,20,0,0,36
ASV5747,7,6,6,0,7,0,10,36
ASV6568,0,5,14,1,6,1,9,36
ASV6688,0,6,3,0,0,23,4,36
ASV6690,0,0,0,0,2,0,34,36
ASV6923,0,0,0,3,8,3,22,36
ASV7091,3,3,11,6,0,8,5,36
ASV7139,0,1,16,1,6,0,12,36
ASV7348,0,7,9,3,2,11,4,36
ASV7599,0,8,6,5,5,7,5,36
ASV7714,0,0,0,0,11,5,20,36
ASV7819,0,3,3,1,0,4,25,36
ASV7901,15,0,2,19,0,0,0,36
ASV7949,0,1,23,7,0,0,5,36
ASV7984,0,0,3,8,18,0,7,36
ASV8200,0,6,7,6,14,0,3,36
ASV8329,0,0,0,0,0,0,36,36
ASV8446,36,0,0,0,0,0,0,36
ASV8755,0,6,0,9,5,4,12,36
ASV8967,0,4,11,0,5,5,11,36
ASV9030,0,0,11,3,18,0,4,36
ASV10608,0,1,12,11,6,6,0,36
ASV10733,0,0,1,0,0,9,26,36
ASV10984,0,0,0,36,0,0,0,36
ASV11224,4,0,0,2,8,22,0,36
ASV11979,0,1,16,8,0,0,11,36
ASV12491,13,1,2,3,2,5,10,36
ASV12501,4,0,9,11,3,2,7,36
ASV13233,0,0,5,0,31,0,0,36
ASV13303,0,0,8,0,28,0,0,36
ASV15073,0,0,2,17,1,11,5,36
ASV15465,0,1,0,2,0,9,24,36
ASV15877,0,21,15,0,0,0,0,36
ASV15906,4,7,15,2,2,6,0,36
ASV16210,0,15,0,0,0,0,21,36
ASV16219,0,0,4,25,3,0,4,36
ASV16636,0,1,6,5,0,0,24,36
ASV17473,9,0,8,10,4,0,5,36
ASV18213,0,0,36,0,0,0,0,36
ASV22721,2,0,6,9,5,10,4,36
ASV25454,0,7,0,23,2,0,4,36
ASV27164,0,5,0,19,4,0,8,36
ASV355,2,0,14,3,6,9,1,35
ASV961,4,0,10,7,1,0,13,35
ASV1233,0,7,4,3,0,1,20,35
ASV1454,2,18,5,0,0,10,0,35
ASV1598,5,1,3,0,5,17,4,35
ASV1627,0,0,6,3,26,0,0,35
ASV2189,5,0,0,10,10,0,10,35
ASV2343,5,0,25,0,5,0,0,35
ASV2356,2,11,0,5,7,3,7,35
ASV2423,0,0,2,6,22,0,5,35
ASV2572,0,0,0,0,2,33,0,35
ASV2749,0,0,7,3,13,12,0,35
ASV2930,1,1,4,14,2,1,12,35
ASV3235,0,0,9,17,9,0,0,35
ASV3667,11,0,0,22,1,0,1,35
ASV4121,0,0,0,11,0,0,24,35
ASV4267,0,5,2,24,0,0,4,35
ASV4479,0,0,15,11,5,0,4,35
ASV4779,12,0,0,11,0,3,9,35
ASV4876,4,7,5,2,6,3,8,35
ASV5478,0,5,2,3,18,5,2,35
ASV5489,0,0,5,28,2,0,0,35
ASV6036,0,0,14,0,17,4,0,35
ASV6043,2,0,7,2,5,14,5,35
ASV6331,0,5,3,6,3,14,4,35
ASV6424,0,0,0,0,0,0,35,35
ASV7005,0,8,14,0,2,0,11,35
ASV7294,0,25,4,5,1,0,0,35
ASV7375,0,1,5,4,4,10,11,35
ASV7573,0,0,4,9,0,16,6,35
ASV7836,0,0,1,0,3,4,27,35
ASV7933,0,0,0,0,35,0,0,35
ASV8588,0,0,3,19,0,0,13,35
ASV10179,0,0,7,3,0,5,20,35
ASV10592,0,0,4,28,3,0,0,35
ASV10709,0,0,33,0,0,2,0,35
ASV10896,0,0,35,0,0,0,0,35
ASV11071,0,0,7,14,0,5,9,35
ASV11387,0,0,0,35,0,0,0,35
ASV12021,0,0,8,2,17,8,0,35
ASV13352,0,0,0,35,0,0,0,35
ASV13365,27,0,0,0,8,0,0,35
ASV13675,1,2,3,6,10,5,8,35
ASV14078,4,1,0,8,21,0,1,35
ASV15057,0,0,3,12,2,3,15,35
ASV15907,0,0,2,3,9,1,20,35
ASV17089,0,0,35,0,0,0,0,35
ASV17815,0,0,8,27,0,0,0,35
ASV17901,0,0,6,0,11,0,18,35
ASV19770,0,0,3,7,0,25,0,35
ASV19897,0,7,7,16,0,5,0,35
ASV20152,0,0,28,0,0,0,7,35
ASV21114,0,0,11,16,1,0,7,35
ASV22134,0,0,0,20,0,11,4,35
ASV23106,1,0,33,0,0,1,0,35
ASV23705,0,0,12,7,4,5,7,35
ASV251,0,20,0,2,0,9,3,34
ASV476,0,0,0,0,0,23,11,34
ASV605,0,3,8,0,11,12,0,34
ASV698,5,5,0,7,1,0,16,34
ASV1680,0,0,6,1,3,13,11,34
ASV1709,0,0,3,8,10,0,13,34
ASV2325,0,0,4,7,0,11,12,34
ASV2472,20,5,0,5,0,0,4,34
ASV2870,2,1,0,11,4,0,16,34
ASV2958,0,9,7,10,6,2,0,34
ASV3090,0,1,0,5,6,0,22,34
ASV3824,0,0,8,0,0,26,0,34
ASV3950,0,6,12,4,5,4,3,34
ASV4066,0,0,11,2,0,21,0,34
ASV4168,3,0,11,13,6,0,1,34
ASV4294,0,0,17,11,2,4,0,34
ASV4604,4,0,7,2,2,6,13,34
ASV4615,0,0,0,34,0,0,0,34
ASV5180,3,9,7,7,8,0,0,34
ASV5686,0,0,4,3,0,17,10,34
ASV5868,0,3,0,0,31,0,0,34
ASV6291,0,0,22,0,8,0,4,34
ASV6397,0,0,0,0,2,18,14,34
ASV6752,0,0,23,3,8,0,0,34
ASV7435,4,6,0,8,13,0,3,34
ASV7959,0,19,0,0,15,0,0,34
ASV9433,0,0,0,27,0,0,7,34
ASV9484,0,0,0,0,0,34,0,34
ASV9502,0,1,10,8,15,0,0,34
ASV9743,0,0,0,25,0,9,0,34
ASV11426,0,0,22,0,0,12,0,34
ASV11559,7,14,0,13,0,0,0,34
ASV11840,0,0,3,2,5,16,8,34
ASV12123,0,10,0,1,0,23,0,34
ASV12777,0,6,17,0,0,3,8,34
ASV13335,0,0,1,0,1,6,26,34
ASV13689,0,0,18,5,11,0,0,34
ASV13942,0,19,0,15,0,0,0,34
ASV13951,0,4,8,6,13,0,3,34
ASV15209,0,0,2,0,0,25,7,34
ASV15307,0,27,0,0,0,0,7,34
ASV15356,0,0,9,16,0,9,0,34
ASV15588,0,9,6,0,1,11,7,34
ASV15700,6,0,4,0,0,17,7,34
ASV16523,0,0,1,0,7,0,26,34
ASV16801,0,0,2,0,32,0,0,34
ASV19548,3,9,3,3,12,0,4,34
ASV21253,0,25,1,0,8,0,0,34
ASV21360,0,34,0,0,0,0,0,34
ASV21716,6,0,0,14,0,14,0,34
ASV22545,0,21,0,0,1,10,2,34
ASV22967,0,0,18,5,4,4,3,34
ASV23017,0,0,23,0,0,11,0,34
ASV23246,0,0,6,0,28,0,0,34
ASV23414,0,19,0,5,0,10,0,34
ASV24814,0,0,0,1,7,0,26,34
ASV26104,0,0,3,29,2,0,0,34
ASV146,0,2,0,0,4,3,24,33
ASV234,0,8,7,0,2,15,1,33
ASV293,7,10,7,6,0,3,0,33
ASV729,4,0,11,0,10,8,0,33
ASV844,0,9,13,0,11,0,0,33
ASV887,0,3,2,0,2,3,23,33
ASV1004,0,9,0,2,0,0,22,33
ASV1105,0,8,21,0,0,2,2,33
ASV2494,0,7,4,1,5,6,10,33
ASV2635,0,4,2,11,7,3,6,33
ASV3036,0,2,6,8,4,11,2,33
ASV3277,33,0,0,0,0,0,0,33
ASV3617,0,0,0,0,33,0,0,33
ASV3704,0,0,0,0,10,5,18,33
ASV4225,3,1,0,6,8,0,15,33
ASV4581,0,0,12,6,7,7,1,33
ASV4590,0,5,3,3,0,2,20,33
ASV4900,0,6,5,8,0,6,8,33
ASV5003,0,0,6,0,12,0,15,33
ASV5256,0,1,12,10,10,0,0,33
ASV5315,0,9,1,0,23,0,0,33
ASV5479,2,0,0,16,13,0,2,33
ASV5705,0,3,13,8,0,0,9,33
ASV5778,0,24,0,7,0,0,2,33
ASV6048,0,8,4,3,4,4,10,33
ASV6715,0,0,0,6,12,0,15,33
ASV7205,10,2,9,2,4,1,5,33
ASV7881,3,0,6,17,7,0,0,33
ASV8121,0,0,3,0,0,14,16,33
ASV8695,33,0,0,0,0,0,0,33
ASV9687,0,0,0,0,31,0,2,33
ASV9899,0,0,0,0,33,0,0,33
ASV10482,0,0,5,27,0,0,1,33
ASV10499,0,3,9,3,5,10,3,33
ASV10837,1,6,2,4,1,2,17,33
ASV11731,0,0,0,3,0,8,22,33
ASV11904,2,5,5,4,3,0,14,33
ASV11927,0,0,2,0,31,0,0,33
ASV11934,0,13,5,6,0,6,3,33
ASV11936,0,8,3,10,0,6,6,33
ASV11969,0,0,4,4,13,12,0,33
ASV12477,0,0,3,6,24,0,0,33
ASV13710,0,0,6,15,1,0,11,33
ASV13933,0,0,0,0,20,4,9,33
ASV14003,0,0,0,33,0,0,0,33
ASV15492,0,0,0,6,1,0,26,33
ASV15821,0,0,9,4,10,5,5,33
ASV16604,0,0,0,33,0,0,0,33
ASV17709,0,0,0,0,14,0,19,33
ASV17974,1,0,5,0,0,11,16,33
ASV18078,0,5,16,3,4,5,0,33
ASV18690,0,0,0,5,26,0,2,33
ASV18793,0,0,4,8,3,7,11,33
ASV19599,0,6,0,0,0,0,27,33
ASV19904,7,3,15,2,2,3,1,33
ASV20273,0,0,0,11,4,10,8,33
ASV20359,0,0,8,10,1,11,3,33
ASV22199,0,10,0,4,19,0,0,33
ASV22251,0,7,14,0,0,5,7,33
ASV22656,0,6,15,0,3,0,9,33
ASV22857,0,9,7,0,0,6,11,33
ASV23302,0,2,0,17,0,0,14,33
ASV23875,0,0,0,11,0,4,18,33
ASV38,0,30,0,0,0,0,2,32
ASV40,0,0,16,0,7,9,0,32
ASV87,3,11,7,4,3,3,1,32
ASV90,0,4,14,6,0,2,6,32
ASV238,4,5,2,18,1,2,0,32
ASV318,0,0,0,0,1,2,29,32
ASV496,3,5,5,1,14,4,0,32
ASV533,0,0,12,11,3,2,4,32
ASV1682,0,6,2,12,10,2,0,32
ASV2338,0,0,12,2,1,5,12,32
ASV2878,2,0,5,0,8,8,9,32
ASV3356,0,4,6,0,12,0,10,32
ASV3359,0,7,1,19,0,5,0,32
ASV3703,0,0,24,0,3,5,0,32
ASV3869,14,0,0,3,3,11,1,32
ASV3905,0,0,0,0,0,0,32,32
ASV4006,0,0,1,31,0,0,0,32
ASV4937,0,0,32,0,0,0,0,32
ASV4966,19,2,0,4,5,0,2,32
ASV4972,9,9,0,4,0,10,0,32
ASV5037,3,0,1,10,14,0,4,32
ASV5569,0,12,0,2,0,15,3,32
ASV5587,3,3,12,0,1,13,0,32
ASV6281,0,0,0,21,11,0,0,32
ASV6382,0,2,10,0,6,14,0,32
ASV6795,0,2,4,11,0,7,8,32
ASV7055,0,0,0,0,0,0,32,32
ASV7142,20,3,9,0,0,0,0,32
ASV7189,0,0,3,6,3,8,12,32
ASV7630,1,3,17,0,0,7,4,32
ASV7746,0,8,6,0,0,0,18,32
ASV7805,0,0,0,22,0,0,10,32
ASV7885,0,3,5,0,15,9,0,32
ASV7945,0,0,9,11,0,12,0,32
ASV8187,0,0,5,12,12,0,3,32
ASV8524,0,0,13,11,8,0,0,32
ASV8635,0,0,4,5,5,0,18,32
ASV9159,0,0,9,9,4,10,0,32
ASV9444,0,0,3,3,12,11,3,32
ASV9908,11,8,7,0,0,4,2,32
ASV10159,9,3,5,6,2,7,0,32
ASV10265,0,7,3,4,4,5,9,32
ASV10535,0,0,5,3,10,12,2,32
ASV10612,0,0,1,4,5,17,5,32
ASV11015,0,0,3,0,0,22,7,32
ASV11216,0,6,0,10,12,4,0,32
ASV11807,0,6,0,15,3,0,8,32
ASV11981,0,3,5,0,0,18,6,32
ASV12440,0,1,0,0,7,11,13,32
ASV13188,0,0,0,0,0,0,32,32
ASV13297,0,0,1,0,31,0,0,32
ASV13614,0,1,8,8,1,4,10,32
ASV13698,0,0,17,0,1,3,11,32
ASV13712,5,1,0,0,2,18,6,32
ASV13925,17,0,0,3,0,0,12,32
ASV14923,0,0,22,0,10,0,0,32
ASV15695,0,0,4,2,19,0,7,32
ASV16629,0,0,0,32,0,0,0,32
ASV16652,0,0,0,29,3,0,0,32
ASV16848,0,2,17,5,8,0,0,32
ASV17343,0,0,0,2,27,0,3,32
ASV17491,0,0,12,0,1,14,5,32
ASV17733,1,0,0,1,16,0,14,32
ASV18268,0,10,15,7,0,0,0,32
ASV19478,0,0,14,1,17,0,0,32
ASV19679,13,0,5,12,0,0,2,32
ASV19914,0,0,0,0,0,8,24,32
ASV22273,4,0,1,0,0,12,15,32
